trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
MLK_Bel_Mid_02,08:00:00,08:00:00,BELFORD,1,,0,0,
MLK_Bel_Mid_02,09:05:00,09:05:00,MIDTOWN,2,,0,0,
MLK_Mid_Bel_01,16:05:00,16:05:00,MIDTOWN,1,,0,0,
MLK_Mid_Bel_01,17:10:00,17:10:00,BELFORD,2,,0,0,
MLK_Mid_Bel_02,18:05:00,18:05:00,MIDTOWN,1,,0,0,
MLK_Mid_Bel_02,19:10:00,19:10:00,BELFORD,2,,0,0,
MLK_LnH_Mid_01,07:18:00,07:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_01,07:30:00,07:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_02,07:38:00,07:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_02,07:50:00,07:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_07,07:58:00,07:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_07,08:10:00,08:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_08,08:18:00,08:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_08,08:30:00,08:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_09,08:38:00,08:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_09,08:50:00,08:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_10,08:58:00,08:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_10,09:10:00,09:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_11,09:18:00,09:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_11,09:30:00,09:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_12,09:38:00,09:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_12,09:50:00,09:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_13,09:58:00,09:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_13,10:10:00,10:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_14,10:18:00,10:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_14,10:30:00,10:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_15,10:38:00,10:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_15,10:50:00,10:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_16,10:58:00,10:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_16,11:10:00,11:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_17,11:18:00,11:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_17,11:30:00,11:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_18,11:38:00,11:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_18,11:50:00,11:50:00,MIDTOWN,2,,0,0,
 MLK_LnH_Mid_19,11:58:00,11:58:00,LINCOLN,1,,0,0,
 MLK_LnH_Mid_19,12:10:00,12:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_20,12:18:00,12:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_20,12:30:00,12:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_21,12:38:00,12:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_21,12:50:00,12:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_22,12:58:00,12:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_22,13:10:00,13:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_23,13:18:00,13:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_23,13:30:00,13:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_24,13:38:00,13:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_24,13:50:00,13:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_25,13:58:00,13:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_25,14:10:00,14:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_26,14:18:00,14:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_26,14:30:00,14:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_27,14:38:00,14:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_27,14:50:00,14:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_28,14:58:00,14:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_28,15:10:00,15:10:00,MIDTOWN,2,,0,0,
 MLK_LnH_Mid_29,15:18:00,15:18:00,LINCOLN,1,,0,0,
 MLK_LnH_Mid_29,15:30:00,15:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_30,15:38:00,15:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_30,15:50:00,15:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_31,15:58:00,15:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_31,16:10:00,16:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_32,16:18:00,16:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_32,16:30:00,16:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_33,16:38:00,16:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_33,16:50:00,16:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_34,16:58:00,16:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_34,17:10:00,17:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_35,17:18:00,17:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_35,17:30:00,17:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_36,17:38:00,17:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_36,17:50:00,17:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_37,17:58:00,17:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_37,18:10:00,18:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_38,18:18:00,18:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_38,18:30:00,18:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_39,18:38:00,18:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_39,18:50:00,18:50:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_40,18:58:00,18:58:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_40,19:10:00,19:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_41,19:18:00,19:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_41,19:30:00,19:30:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_42,19:38:00,19:38:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_42,19:50:00,19:50:00,MIDTOWN,2,,0,0,
 MLK_LnH_Mid_43,19:58:00,19:58:00,LINCOLN,1,,0,0,
 MLK_LnH_Mid_43,20:10:00,20:10:00,MIDTOWN,2,,0,0,
MLK_LnH_Mid_44,20:18:00,20:18:00,LINCOLN,1,,0,0,
MLK_LnH_Mid_44,20:30:00,20:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_01,06:00:00,06:00:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_01,06:10:00,06:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_02,06:20:00,06:20:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_02,06:30:00,06:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_03,06:40:00,06:40:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_03,06:50:00,06:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_04,07:00:00,07:00:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_04,07:10:00,07:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_05,07:23:00,07:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_05,07:30:00,07:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_06,07:43:00,07:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_06,07:50:00,07:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_07,08:03:00,08:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_07,08:10:00,08:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_08,08:23:00,08:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_08,08:30:00,08:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_09,08:43:00,08:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_09,08:50:00,08:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_10,09:03:00,09:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_10,09:10:00,09:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_11,09:23:00,09:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_11,09:30:00,09:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_12,09:43:00,09:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_12,09:50:00,09:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_13,10:03:00,10:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_13,10:10:00,10:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_14,10:23:00,10:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_14,10:30:00,10:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_15,10:43:00,10:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_15,10:50:00,10:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_16,11:03:00,11:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_16,11:10:00,11:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_17,11:23:00,11:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_17,11:30:00,11:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_18,11:43:00,11:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_18,11:50:00,11:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_19,12:03:00,12:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_19,12:10:00,12:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_20,12:23:00,12:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_20,12:30:00,12:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_21,12:43:00,12:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_21,12:50:00,12:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_22,13:03:00,13:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_22,13:10:00,13:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_23,13:23:00,13:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_23,13:30:00,13:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_24,13:43:00,13:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_24,13:50:00,13:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_25,14:03:00,14:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_25,14:10:00,14:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_26,14:23:00,14:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_26,14:30:00,14:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_27,14:43:00,14:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_27,14:50:00,14:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_28,15:03:00,15:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_28,15:10:00,15:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_29,15:23:00,15:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_29,15:30:00,15:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_30,15:43:00,15:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_30,15:50:00,15:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_31,16:03:00,16:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_31,16:10:00,16:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_32,16:23:00,16:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_32,16:30:00,16:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_33,16:43:00,16:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_33,16:50:00,16:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_34,17:03:00,17:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_34,17:10:00,17:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_35,17:23:00,17:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_35,17:30:00,17:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_36,17:43:00,17:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_36,17:50:00,17:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_37,18:03:00,18:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_37,18:10:00,18:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_38,18:23:00,18:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_38,18:30:00,18:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_39,18:43:00,18:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_39,18:50:00,18:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_40,19:03:00,19:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_40,19:10:00,19:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_41,19:23:00,19:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_41,19:30:00,19:30:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_42,19:43:00,19:43:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_42,19:50:00,19:50:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_43,20:03:00,20:03:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_43,20:10:00,20:10:00,MIDTOWN,2,,0,0,
MLK_H14_Mid_44,20:23:00,20:23:00,HOBOKEN14STATION,1,,0,0,
MLK_H14_Mid_44,20:30:00,20:30:00,MIDTOWN,2,,0,0,
MLK_Mid_H14_01,06:10:00,06:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_01,06:20:00,06:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_02,06:30:00,06:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_02,06:40:00,06:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_03,06:50:00,06:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_03,07:00:00,07:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_04,07:10:00,07:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_04,07:20:00,07:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_05,07:30:00,07:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_05,07:40:00,07:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_06,07:50:00,07:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_06,08:00:00,08:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_07,08:10:00,08:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_07,08:20:00,08:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_08,08:30:00,08:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_08,08:40:00,08:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_09,08:50:00,08:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_09,09:00:00,09:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_10,09:10:00,09:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_10,09:20:00,09:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_11,09:30:00,09:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_11,09:40:00,09:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_12,09:50:00,09:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_12,10:00:00,10:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_13,10:10:00,10:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_13,10:20:00,10:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_14,10:30:00,10:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_14,10:40:00,10:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_15,10:50:00,10:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_15,11:00:00,11:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_16,11:10:00,11:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_16,11:20:00,11:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_17,11:30:00,11:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_17,11:40:00,11:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_18,11:50:00,11:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_18,12:00:00,12:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_19,12:10:00,12:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_19,12:20:00,12:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_21,12:50:00,12:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_21,13:00:00,13:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_22,13:10:00,13:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_22,13:20:00,13:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_20,12:30:00,12:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_20,12:40:00,12:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_23,13:30:00,13:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_23,13:40:00,13:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_24,13:50:00,13:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_24,14:00:00,14:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_25,14:10:00,14:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_25,14:20:00,14:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_26,14:30:00,14:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_26,14:40:00,14:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_27,14:50:00,14:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_27,15:00:00,15:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_28,15:10:00,15:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_28,15:20:00,15:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_29,15:30:00,15:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_29,15:40:00,15:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_30,15:50:00,15:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_30,16:00:00,16:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_31,16:10:00,16:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_31,16:20:00,16:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_32,16:30:00,16:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_32,16:40:00,16:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_33,16:50:00,16:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_33,17:00:00,17:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_34,17:10:00,17:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_34,17:20:00,17:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_35,17:30:00,17:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_35,17:40:00,17:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_36,17:50:00,17:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_36,18:00:00,18:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_37,18:10:00,18:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_37,18:20:00,18:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_38,18:30:00,18:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_38,18:40:00,18:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_39,18:50:00,18:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_39,19:00:00,19:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_40,19:10:00,19:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_40,19:20:00,19:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_41,19:30:00,19:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_41,19:40:00,19:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_42,19:50:00,19:50:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_42,20:00:00,20:00:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_43,20:10:00,20:10:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_43,20:20:00,20:20:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_H14_44,20:30:00,20:30:00,MIDTOWN,1,,0,0,
MLK_Mid_H14_44,20:40:00,20:40:00,HOBOKEN14STATION,2,,0,0,
MLK_Mid_LnH_04,07:10:00,07:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_04,07:18:00,07:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_05,07:30:00,07:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_05,07:38:00,07:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_06,07:50:00,07:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_06,07:58:00,07:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_08,08:30:00,08:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_08,08:38:00,08:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_09,08:50:00,08:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_09,08:58:00,08:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_11,09:30:00,09:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_11,09:38:00,09:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_13,10:10:00,10:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_13,10:18:00,10:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_14,10:30:00,10:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_14,10:38:00,10:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_07,08:10:00,08:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_07,08:18:00,08:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_10,09:10:00,09:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_10,09:18:00,09:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_12,09:50:00,09:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_12,09:58:00,09:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_15,10:50:00,10:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_15,10:58:00,10:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_16,11:10:00,11:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_16,11:18:00,11:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_17,11:30:00,11:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_17,11:38:00,11:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_18,11:50:00,11:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_18,11:58:00,11:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_19,12:10:00,12:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_19,12:18:00,12:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_20,12:30:00,12:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_20,12:38:00,12:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_21,12:50:00,12:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_21,12:58:00,12:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_22,13:10:00,13:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_22,13:18:00,13:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_23,13:30:00,13:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_23,13:38:00,13:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_24,13:50:00,13:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_24,13:58:00,13:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_25,14:10:00,14:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_25,14:18:00,14:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_26,14:30:00,14:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_26,14:38:00,14:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_27,14:50:00,14:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_27,14:58:00,14:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_28,15:10:00,15:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_28,15:18:00,15:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_29,15:30:00,15:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_29,15:38:00,15:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_30,15:50:00,15:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_30,15:58:00,15:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_31,16:10:00,16:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_31,16:18:00,16:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_32,16:30:00,16:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_32,16:38:00,16:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_33,16:50:00,16:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_33,16:58:00,16:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_34,17:10:00,17:10:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_34,17:18:00,17:18:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_35,17:30:00,17:30:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_35,17:38:00,17:38:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_36,17:50:00,17:50:00,MIDTOWN,1,,0,0,
MLK_Mid_LnH_36,17:58:00,17:58:00,LINCOLN,2,,0,0,
MLK_Mid_LnH_37,18:10:00,18:10:00,MIDTOWN,1,,0,0,
